name,value,mySubCategoryFlg
钢丝球,50100915,0
簸箕,50038397,0
其它清洁用品,50003951,0
垃圾架,50044744,0
置地/升降晾晒衣架,50006126,0
落地式衣帽架,50076593,0
衣物除尘滚/粘毛滚,50043613,0
夹子,50100925,0
小型晒衣架,50100926,0
裤架,50009227,0
大型晒衣架,50100927,0
毛球修剪器,50043614,0
烫衣板,50043618,0
晾衣杆,50100928,0
壁挂式衣帽架,50076594,0
叠衣板,50100930,0
搓衣板,50100924,0
衣叉,50044449,0
领带架,50100929,0
衣架,50005058,0
护洗袋,50043619,0
晒衣篮,50044433,0
脸盆,50051511,0
内衣洗护球,50043622,0
家务手套,50044751,0
马桶套/马桶座圈,50003452,0
玻璃清洁器,50006850,0
管道疏通器,50038395,0
除尘掸,50044747,0
除尘刷,50100931,0
桌面吸尘器/桌面扫,50023946,0
去静电纸,50044749,0
足浴盆/足浴桶,50100934,0
沐浴桶/沐浴盆,50100956,0
马桶刷/厕所刷,50100947,0
浴室用品套件,50100946,0
人体秤/体重秤,50100932,0
皂盒,50100945,0
乳液器,50100944,0
皂网/架,50100938,0
痰盂,50100952,0
挂钩/粘钩,50003460,0
浴帘,50100935,0
浴室角架/置物架,50006856,0
浴帘杆,50100936,0
牙刷架/牙具座,50100943,0
地垫,50100951,0
毛巾挂/毛巾架,50100940,0
浴室用品配件,50100949,0
洗漱杯/杯架,50100937,0
挤牙膏器,50100942,0
卷纸器/纸巾架,50100954,0
非便携式用镜,50100939,0
过滤器/净水器,50100955,0
水塞,50100948,0
浴帘配件,50100950,0
收纳柜,50101799,0
收纳盒,50101803,0
收纳架,50101778,0
储物箱,50101776,0
收纳袋,50101770,0
购物车,50010467,0
收纳包,50101790,0
收纳套,50101812,0
收纳篮,50101784,0
收纳桶,50101798,0
收纳凳,50048073,0
收纳罐,50101787,0
收纳瓶,50101769,0
其他收纳,50101813,0
大衣/西服罩,50101739,0
被子防尘袋,50051632,0
电扇/风扇防尘罩,50101744,0
鞋罩/靴罩/鞋袋,50101742,0
冰箱防尘罩,50101743,0
餐桌罩,50101748,0
其他防尘罩,50101745,0
电视罩,50101749,0
整理架/置物架,50101757,0
理线器/集线器/绕线器,50101754,0
夹子/收纳夹子,50101755,0
压缩工具,50101762,0
整理隔板,50101756,0
双面贴物器,50101758,0
其他整理用品,50101760,0
桌脚垫,50101763,0
橡皮筋/尼龙绳,50101759,0
大号,50107734,0
塑料制品,50107712,0
收纳挂袋,50522028,0
花洒/淋蓬头,50538025,0
发圈/发网,50530021,0
水拖,50538026,0
其他洗衣用品,50528021,0
居家日用/婚庆/创意礼品,21,1
除味/防潮竹炭包,50102532,0
创意生活,50103401,0
甲醛吸附/活性炭,50105502,0
5元以下小商品区,50049145,0
包邮专区,50046743,0
汽车除味/竹炭,50105501,0
雨伞/遮阳伞/雨具,210211,0
香薰器具,50103347,0
防蚊驱虫,50103259,0
防潮垫/抽屉垫,50103344,0
扇子/迷你风扇,50038778,0
夏季清凉,50105474,0
眼罩,50105503,0
保暖用品,50105475,0
钟/闹钟/计时器,50008275,0
居家鞋,50102692,0
缝纫机/绣花机,50103145,0
鞋用品,50006528,0
家用五金,50105476,0
家用/美发/裁缝剪刀,50006685,0
美体/减肥/塑型/增高用具,50103402,0
婚庆用品,50105473,0
节庆/派对用品,50100287,0
新年用品,50100295,0
防护/劳保用品,50105472,0
防辐射/防尘用具,50071210,0
冬季棉拖/棉鞋/棉靴,50106649,0
春秋居家拖/居家鞋,50106648,0
夏季凉拖/居家鞋,50106647,0
厨房/餐饮用具,50035867,1
杯子/水壶,50018713,0
保温杯,50096791,0
保温壶,50096792,0
玻璃杯,50067079,0
马克杯,50067099,0
运动水壶,50067102,0
杯具套装/情侣杯,50067101,0
防漏杯,50067104,0
定制杯,50067107,0
餐具瓷器套装,50067112,0
整套茶具,50067108,0
功夫茶具,50067109,0
茶具,2107,0
碗/盘/碟,50052048,0
中西餐具,50002796,0
餐桌小物,50049371,0
酒具/酒杯/酒壶,50010366,0
咖啡器具,50004438,0
饭盒,50067115,0
保鲜盒,50067114,0
保鲜用品,50052052,0
密封罐,50067116,0
厨房套刀,50067120,0
厨房置物架,50052132,0
烹饪工具,215205,0
调味瓶/罐,50067122,0
厨房配件,50035911,0
厨房储物,50052053,0
菜板砧板,50067121,0
DIY工具,50035912,0
烹饪锅具,50002802,0
炒锅,50067123,0
汤锅,50067125,0
蒸锅,50067129,0
煎锅/平底锅,50067124,0
压力锅,50067135,0
西点烘焙,50052050,0
烧烤用品,50052049,0
烧烤炉,50067137,0
蛋糕模具,50067136,0
自制寿司,50052051,0
一次性餐桌用品,50067086,0
一次性餐盒,50067142,0
纸杯,50067139,0
塑杯,50067138,0
保鲜膜,50067140,0
保鲜袋,50067141,0
垃圾桶,50038388,0
围裙/袖套,50002131,0
家务手套,50044750,0
垃圾袋,50038387,0
防油贴纸,50052133,0
锅刷/除油刷,50004413,0
钢丝球/清洁刷,50038386,0
百洁布/擦拭巾/洗碗巾,50015672,0
干燥剂,50044440,0
厨房纸巾,50051868,0
其它清洁用品,50007065,0
垃圾架,50038389,0
厨房小工具套装,50548032,0
烘焙器具套装,50530031,0
开瓶器,50536038,0
吸管,50546041,0
擀面杖,50530032,0
保温袋,50542027,0
烹饪工具套装,50528038,0
烧烤用具套装,50542029,0
洗护清洁剂/卫生巾/纸/香薰,50035458,1
卫生巾,50052104,0
抽纸,50100121,0
牙膏,50052090,0
马桶清洁剂,50038391,0
香薰用品,50052103,0
洗发水,50046062,0
牙刷,50047251,0
洗衣粉,50043812,0
洗衣液,50043564,0
沐浴露,50046063,0
足浴用品,50031804,0
鞋油,50043606,0
护发素,50047325,0
家私清洁剂,50100696,0
面膜,50076295,0
洁面皂,50096796,0
发膜,50096788,0
头发造型,50051656,0
爽肤水,50070990,0
眼膜,50076296,0
剃须啫喱,50070994,0
漱口水,50096801,0
口腔消毒美白,50096802,0
白牙素,50096800,0
牙线,50052095,0
润唇膏,50071025,0
香皂,50096797,0
私处洗液,50052105,0
身体乳液,50071028,0
花露水,50015934,0
泡泡浴,50096799,0
清凉油,50015933,0
搓泥浴宝,50096798,0
身体磨砂膏,50100691,0
防晒霜,50071006,0
洗手液,50031873,0
护手霜,50100698,0
竹醋液,50006235,0
护足霜,50100699,0
卷筒纸,50100120,0
手帕纸,50100122,0
成人纸尿裤,50076291,0
湿巾,50100119,0
护垫,50051763,0
厨房纸巾,50100692,0
防油用纸,50100693,0
洗衣皂,50043563,0
衣物柔顺剂,50043567,0
衣物消毒液,50100694,0
衣领净,50043566,0
干洗剂,50051701,0
漂白水,50043813,0
彩漂,50045252,0
洗洁精,50038382,0
油污清洁剂,50043814,0
管道疏通剂,50038392,0
洁瓷剂,50038393,0
多用途清洁液,50043821,0
防蚊/驱虫用品,50100695,0
家居消毒液,50100697,0
玻璃清洁剂,50043624,0
空气清新剂,50043587,0
甲醛用品,50100702,0
防霉防蛀片,50070854,0
干燥剂,50100700,0
冰箱除味剂,50100701,0
成人用品/避孕/计生用品,50035966,1
汽车用品/配件/摩托车,26,1
内饰用品,50032330,0
外饰装潢,50032361,0
零配件,50042584,0
改装件,50358006,0
导航系统,50069585,0
影音设备,50032447,0
电子电器,50069594,0
清洗用品,50069601,0
保养用品,50034790,0
美容用品,50034792,0
维修工具,50032297,0
加油卡,50034814,0
驾照/培训,50032486,0
保养安装服务,50076320,0
美容清洗服务,50076321,0
加装装潢改装服务,50076322,0
维修维护服务,50076324,0
其他服务,50076326,0
本地汽车生活,51338012,0
汽车新车,50032491,0
摩托车/配件,50036240,0
租车/拼车,50032452,0
安全,51246020,0
节油,51264011,0
防护,51266018,0
防晒,51242018,0
防雾,51250017,0
防远光,51250018,0
除味,51244019,0
去污,51264012,0
新车必备,51258026,0
新手上路,51242028,0
小擦小碰,51264019,0
易损常换,51268003,0
过保配件,51252021,0
车内实用,51260039,0
改装达人,51252022,0
自驾游,51240042,0
夏季行车,51246037,0
冬季行车,51266042,0
女士行车,51262029,0
车有宝宝,51268019,0
车有宠物,51246038,0
山地越野,51262030,0
摩托车/配件/骑士装备,50316001,1
沙滩车,50328001,0
卡丁车,50328002,0
越野摩托车,50328003,0
跑车,50328004,0
街车,50328005,0
踏板车,50328006,0
太子车,50328007,0
迷你摩托车,50328042,0
骑式车,50328043,0
弯梁车,50328044,0
电动摩托车,50328045,0
其他摩托车,50328074,0
摩托车零配件,50328008,0
摩托车维修工具,50328046,0
其他摩托车配件,50522026,0
摩托车头盔,50328049,0
风镜,50328050,0
骑士手套,50328051,0
摩托车雨衣,50328052,0
赛车服,50328053,0
赛车裤,50328054,0
赛车T恤,50328055,0
赛车鞋,50328056,0
骑士护具,50328057,0
骑士包,50328058,0
其它装备,50328059,0
摩托车外壳,50328085,0
摩托车车衣/车罩,50328060,0
贴纸/贴膜,50328061,0
摩托车牌照架,50328062,0
摩托车机油,50328064,0
摩托车脚踏板,50328063,0
盖帽配饰,50328065,0
清洗剂/润滑剂,50328066,0
保养工具,50328067,0
其他装饰养护用品,50328068,0
古董/邮币/字画/收藏,23,1
佛珠/念珠,50960003,0
手串/宝珠,50958003,0
佛像/神像,50944004,0
法器/供品,50954004,0
天珠,50948008,0
佛牌,50958004,0
经文/挂饰,50944005,0
罗盘,50956003,0
唐卡/画像,50968002,0
护身卡/化太岁锦囊,50948007,0
其他宗教收藏,50954003,0
中国邮票,50003875,0
外国邮票,50003877,0
港澳台邮票,230908,0
封片/杂邮,50954008,0
其它邮票,50044993,0
外国钱币,50004005,0
人民币,50026834,0
纪念币/纪念章,50026838,0
古代钱币,231001,0
民国钱币,231002,0
连体钞/纪念钞,50968011,0
港澳台钱币,50952012,0
国库券,50026842,0
外汇兑换券,50026841,0
其它钱币,50003013,0
玉石,50944016,0
奇石,50033394,0
矿物晶体,50942014,0
古生物化石,50966009,0
紫砂艺术,50003583,0
雕刻雕塑艺术品,50033329,0
当代仿古艺术品,50033339,0
陶/瓷/瓷片,50098016,0
木艺/木雕,50097383,0
趣味收藏,50097387,0
明星纪念品,50097386,0
红色收藏,50033404,0
战争纪念收藏品,50008584,0
烟具,50982003,0
酒具,50972004,0
搪瓷器具,50976002,0
篆刻印章,50033375,0
文房用品,50097395,0
西洋收藏品,50033396,0
金/银/铜/铁金属器具,50986001,0
牌、章、卡、票,50097385,0
唱片/影像,51008002,0
钟表,50033325,0
老兵器/历代武器,50008472,0
电器/电话/相机,50045016,0
其它古玩杂项,230104,0
其它收藏品,50097265,0
国画,50033361,0
书法/碑帖,50033362,0
版画,50033365,0
水彩,50980001,0
素描,50033336,0
年画,50033363,0
水粉,50033338,0
漫画,50978001,0
其他,50982001,0
日本画,50974001,0
丙烯画,50970002,0
收藏知识类书报,2314,0
连环画,50033377,0
钱币收藏用具用品,50033413,0
集邮用具用品,50033412,0
生日报,50033356,0
玉器鉴定/保养工具,50033415,0
古玩鉴定/保养工具,50033414,0
其它收藏品鉴定/保养用具,50033416,0
十字绣,51006003,0
核桃/核雕,50984003,0
景泰蓝,51020001,0
织绣/刺绣,50984005,0
琉璃,51010004,0
葫芦制品,50998002,0
琥珀,51022001,0
树脂,51000002,0
折扇/扇子,51018002,0
剪纸/窗花,51014004,0
其他手工艺品,51014003,0
宗教服务及其用品,52366029,0
书籍/杂志/报纸,33,1
音乐/影视/明星/音像,34,1
乐器/吉他/钢琴/配件,50039094,1
鲜花速递/花卉仿真/绿植园艺,50007216,1
鲜花速递(同城),290501,0
卡通花/巧克力花,50003023,0
商务用花,50033312,0
婚礼鲜花布置,50009339,0
追悼/奠仪用花,50033313,0
鲜果篮(预定与速递),50004417,0
仿真花/绿植/蔬果成品,50033311,0
花瓶/花器/花盆/花架,50009361,0
DIY仿真花材料,290503,0
花卉/绿植盆栽,50095607,0
花卉/蔬果/草坪种子,50095609,0
庭院植物/行道树木/果树,50095608,0
园艺用品,50007010,0
创意迷你植物,50095612,0
宠物/宠物食品及用品,29,1
狗狗,217309,0
犬主粮,50033297,0
宠物服装/雨衣,50034511,0
猫咪,50035755,0
狗零食,50033298,0
猫主粮,50070553,0
猫/狗日用品,50033299,0
猫/狗医疗用品,50033303,0
猫/狗清洁用品,50071276,0
猫/狗梳理美容,50071294,0
猫/狗保健品,50033302,0
猫/狗玩具,217311,0
猫零食,50070568,0
宠物鞋裤帽挂牌等配件,50001739,0
龟虾蟹类及其用品,50070957,0
鱼类及其用品,50070935,0
鸟类及用品,50008604,0
爬虫/鸣虫及其用品,50008622,0
畜牧用品,50071775,0
兔类及其用品,50033306,0
马类及其用品,50033308,0
仓鼠类及其它小宠,50033307,0
其它宠物,217302,0
宠物附属品,50071776,0
美容/寄养/配种/托运等服务,50033309,0
个性定制/设计服务/DIY,50096795,1
相册/照片书,50036519,0
写真/海报印制,50036530,0
人偶/公仔定制,50032899,0
杯子定制,50067665,0
手绘真人漫画/画类定制,50032993,0
拼图定制,50036513,0
水晶定制,50036514,0
竹简定制,50032988,0
明信片/LOMO卡,50098017,0
贴纸/名字条,50036528,0
圣旨,50067718,0
打火机定制,50032989,0
台历/年历,50036520,0
居家装饰定制,50042058,0
报纸/杂志定制,50067684,0
贺卡/卡贴,50036526,0
卡牌/扑克/邮票,50067709,0
餐具定制,50097198,0
iphone壳/保护套定制,50097183,0
u盘定制,50914001,0
ipad壳/保护套定制,50097184,0
其它手机壳/保护套定制,50097186,0
其它电脑保护套定制,50097187,0
其它播放器保护套定制,50097188,0
个性印章定制,50032984,0
胸牌定制,50098038,0
奖杯/奖牌/奖状/奖章/证书,50097485,0
个性徽章,50036515,0
趣味证书/奖状,50067664,0
物流包装定制,51134006,0
笔记本定制,50036527,0
笔定制,50098037,0
鼠标垫定制,50098039,0
项链定制,50067713,0
戒指/手链定制,50067714,0
耳饰定制,50097191,0
其它饰品定制,50099391,0
服装定制,50097169,0
箱包定制,50097170,0
配饰定制,50098281,0
鞋类定制,50097171,0
帽子定制,50097172,0
2D/3D绘图,50033172,0
设计素材/源文件,50035862,0
家装设计,50033176,0
FLASH/动画制作,50033173,0
平面设计,50033178,0
卡通/动漫/插画,50033177,0
个性签名,50033337,0
服饰设计,50033174,0
工业设计,50033175,0
其他设计服务,50554004,0
诗词定制,50098041,0
照片冲印,50962006,0
个人定制原材料,50067687,0
各类个性定制设备,50035211,0
其它定制,50032901,0
网店/网络服务/软件,50032886,1
电脑软件,50106821,0
网店服务,50106819,0
物流服务,50106836,0
网页/页面设计/源代码,50107286,0
网络建站/设备服务,50106845,0
网站维护/运营推广,50106860,0
脚本/工具,50106877,0
软件产品/界面设计,50106876,0
程序开发,50106875,0
系统架构策划,50106879,0
虚拟主机/网络硬盘,50106882,0
服务器租用/托管,50106881,0
邮局/传真服务,50106883,0
数据库/服务,50106880,0
网络钟点工,50107383,0
网络推广,50107382,0
网站竞价排名,50107381,0
商业文案起草,50107387,0
文字/原创写作,50106888,0
推广文案撰写,50107386,0
活动策划,50107385,0
广告制作/物料,50106892,0
打印/印刷,50106893,0
广告位招租,50107362,0
商品拍摄/视频服务,50106899,0
摄影摄像/电子相册,50106895,0
音频/视频制作,50106896,0
照片冲印/图片处理,50106897,0
礼品袋/塑料袋,50106904,0
包裹袋/编织袋,50106905,0
包装袋/快递袋,50106903,0
礼品盒/包装纸,50106906,0
包装纸箱/泡沫箱,50106901,0
胶带/不干胶/标签/工具,50107613,0
气泡膜/袋/信封,50106902,0
设计定做纸箱/胶带,50107621,0
会计服务,50107403,0
域名服务,50107442,0
会展服务,50106910,0
其他商务服务,50106912,0
软件cd-key/序列号,50107599,0
网络会员卡/付费卡,50107602,0
充值平台软件/加款卡,50107598,0
壁纸/图铃制作,50106915,0
手机证书制作,50106916,0
其他服务,50107594,0
本地生活超市,50038774,1
本地化生活服务,50097750,1
保洁养护,51162015,0
搬家/搬运服务,50097883,0
保姆/护理,50097886,0
房屋维修,51154012,0
家电维修,51158024,0
数码维修,51604003,0
家居服务,50108026,0
洗衣券/家政服务卡,50097888,0
便民服务,50108106,0
其他生活服务,50344022,0
报刊杂志订阅,50103083,0
商品摄影服务,50107365,0
商品展示视频拍摄/制作,50107367,0
婚庆服务,50826001,0
汽车服务,50822002,0
驾校,50354033,0
医疗服务,50105539,0
体检/医疗保健卡,50097865,0
外卖/外送/订餐服务,50093905,1
餐饮美食,50105571,1
超市卡/商场卡/优惠券,50344014,1
超市卡,50344019,0
商场/百货购物卡,50330016,0
其他购物卡,50352019,0
水电煤缴费,50334021,0
其他购物劵礼品卡,50352021,0
配镜优惠券,50388023,0
年货购物礼品卡,50344020,0
淘系优惠券,50340022,0
网上平台优惠劵,50348024,0
电影/演出/体育赛事,50097749,1
演唱会,50097754,0
话剧,50097756,0
音乐剧/歌剧,50097757,0
亲子儿童,50097759,0
音乐会,50097755,0
魔术/杂技/马戏,50097761,0
舞蹈,50097758,0
戏曲曲艺,50097760,0
其他,50097762,0
电影票,50097751,0
体育赛事,50097753,0
电影演出周边,50306014,0
展览会,50107755,0
面包/蛋糕/优惠券/购物卡,50008075,1
面包/蛋糕,50034162,0
克莉丝汀,50344012,0
味多美,50354015,0
好利来,50956001,0
85度C,50332012,0
红宝石,50954001,0
金凤呈祥,50944002,0
元祖,50346020,0
面包新语,50948002,0
月饼,50105730,0
粽子,50105731,0
礼品卡,50108128,0
超市卡,50044655,0
家乐福,50950001,0
通用卡,50044382,0
商场购物卡,50044381,0
沃尔玛,50948001,0
联华,50942001,0
大润发,50946002,0
银泰,50944001,0
人人乐,50952001,0
全家,50946001,0
饮料/酒水提货券,50034189,0
干货炒货券,50034192,0
食品提货券更多,50034194,0
大闸蟹券,50034180,0
食品提货券,50044358,0
饮用水券,50102874,0
蔬菜/年夜饭/熟食/半成品券,50103074,0
菜肴熟食提货券,50034193,0
水果提货券,50034190,0
海鲜/水产提货券,50034191,0
生肉/禽蛋提货券,50044360,0
休闲娱乐/健身/美容,50768003,1
健身卡,50792001,0
游泳,50942003,0
场馆运动,50958001,0
瑜伽,51040002,0
舞蹈/健美操,50948003,0
KTV/KTV预定,50784001,0
酒吧/俱乐部,50786001,0
美发,50794001,0
美容/美体/纤体,50960001,0
美甲,50962001,0
DIY手工,50798001,0
真人CS,50790002,0
桌游/桌球/电玩,50796001,0
户外踏青休闲,50952002,0
儿童玩乐,51024009,0
其他休闲娱乐,50950002,0
足浴/足疗,50790001,0
温泉/洗浴,51000010,0
